id,en,fr
noun_1,Ambipom,Capidextre
noun_2,Dartrix,Efflèche
noun_3,Malamar,Sepiatroce
noun_4,Bounsweet,Croquine
noun_5,Obelix,Obélix
noun_6,Fendmender,Réparkrass
noun_7,Dustbrawler,Balayur
noun_8,Klink,Tic
noun_9,Dimflight,Vigidente
noun_10,Cliff hanger,Au bord du gouffre
noun_11,Durant,Fermite
noun_12,dungbomb,bombabouse
noun_13,Seel,Otaria
noun_14,Crockadowndilly,Alligrasporcs
noun_15,Aurorus,Dragmara
noun_16,Medicham,Méditikka
noun_17,Fulliautomatix,Cétautomatix
noun_18,Heatmor,Aflamanoir
noun_19,Maggey Byrde,Maguy Loiseau
noun_20,Larvesta,Pyronille
noun_21,Omastar,Amonistar
noun_22,Morelull,Spododo
noun_23,Chandelure,Lugulabre
noun_24,Charjabug,Chrysapile
noun_25,Beheeyem,Neitram
noun_26,Vase-tly overpowered,Accident vase-culaire
noun_27,Gladgut,Ventreureu
noun_28,Frogadier,Croâporal
noun_29,Choleric,Coudetric
noun_30,pepper imp,Gnome au poivre
noun_31,Flaaffy,Lainergie
noun_32,Hushbogle,Calmeffroi
noun_33,Thermostatix,Pronostix
noun_34,Devolver,Devolver
noun_35,Jellicent,Moyade
noun_36,Hawlucha,Brutalibré
noun_37,Rock 'n' goal,"D'une pierre, deux coups"
noun_38,An ice idea,Une idée qui ne laisse pas de glace
noun_39,Machop,Machoc
noun_40,Escavalier,Lançargot
noun_41,Ruffrunner,Vifagile
noun_42,Mimikyu,Mimiqui
noun_43,Gundromeda Strain,Souche Gundromède
noun_44,Boneshedder,Métamorph-os
noun_45,Plunger,Morto-Piqueur
noun_46,Lil' Bomber,Bombergun
noun_47,Pansear,Flamajou
noun_48,Esoteric,Périféric
noun_49,Quilava,Feurisson
noun_50,Empoleon,Pingoléon
noun_51,Macaroon,Mac Oloch
noun_52,Fearow,Rapasdepic
noun_53,Monferno,Chimpenfeu
noun_54,Shieldon,Dinoclier
noun_55,Claydol,Kaorine
noun_56,Slurpuff,Cupcanaille
noun_57,Drizzile,Arrozard
noun_58,Twiddly diddly,Infinitésifaible
noun_59,Sableye,Ténéfix
noun_60,Bruxish,Denticrisse
noun_61,Crustacius,Gracchus Cétinconcensus
noun_62,Clauncher,Flingouste
noun_63,Crookshanks,Pattenrond
noun_64,Mudkip,Gobou
noun_65,Bookllet,Grimoire
noun_66,Dee Vasquez,Dee Vasquez
noun_67,Grimmauld Place,Square Grimmaurd
noun_68,Arcanine,Arcanin
noun_69,Sandile,Mascaïman
noun_70,Gothita,Scrutella
noun_71,Pangoro,Pandarbare
noun_72,Nihilego,Zéroïd
noun_73,Copsekeep,Gardebois
noun_74,Dewpider,Araqua
noun_75,Felix Platypus,Caius Aérobus
noun_76,screechsnap,cricasse
noun_77,Fibster,Bobardeur
noun_78,Will Powers,Gustavo Lonté
noun_79,Pikipek,Picassaut
noun_80,Flobberworm,Veracrasse
noun_81,Magcargo,Volcaropod
noun_82,Aparecium,aparecium
noun_83,Stonjourner,Dolman
noun_84,Hydreigon,Trioxhydre
noun_85,Mourning Star,Étoile du Malin
noun_86,Ivy University,Université Henri Baucout
noun_87,Bicarbonatofsoda,Boufiltre
noun_88,Snivy,Vipélierre
noun_89,Scrofulus,Biscornus
noun_90,Delibird,Cadoizo
noun_91,Magnumopus,Savancosinus
noun_92,Sendervictorius,Ziguépus
noun_93,Primeape,Colossinge
noun_94,Fibbing,Bobarder
noun_95,Weavile,Dimoret
noun_96,Coppertop,Dracuivre
noun_97,Super Meat Gun,Motarme de la Viandarmerie
noun_98,Boltund,Fulgudog
noun_99,Dreadnaw,Torgamord
noun_100,Cufant,Charibari
noun_101,acromantula,acromentule
noun_102,Hogwarts,Poudlard
noun_103,Dreepy,Fantyrm
noun_104,Palossand,Trépassable
noun_105,Flapple,Pomdrapi
noun_106,Amoonguss,Gaulet
noun_107,Fickelgruber,Fickelgruber
noun_108,Ekonomikrisis,Epidemaïs
noun_109,Carkol,Wagomine
noun_110,Dratini,Minidraco
noun_111,Breloom,Chapignon
noun_112,Metric,Téléféric
noun_113,Burple,Bourboul
noun_114,Huntail,Serpang
noun_115,revelio,revelio
noun_116,Relashio,Lashlabask
noun_117,Mrs Norris,Miss Teigne
noun_118,Boarcharger,Sanglibourre
noun_119,scrofungulus,Scrofulite
noun_120,pensieve,pensine
noun_121,Egg Blossom,Flori-oeuf
noun_122,Hushbogle,Calmeffroi 
noun_123,Getafix,Panoramix
noun_124,Rampardos,Charkos
noun_125,Veruca Salt,Veruca Salt
noun_126,Spewpa,Pérégrain
noun_127,Adipus,Yenapus
noun_128,Polysyllabix,Petitélégrafix
noun_129,Toucannon,Bazoucan
noun_130,Panpour,Flotajou
noun_131,Gnawhelm,Masticask
noun_132,Fishfingus,Petilarus
noun_133,Finneon,Écayon
noun_134,Fizzy Lifting Drinks,Boissons gazeuses aérodynamiques
noun_135,Dewott,Mateloutre
noun_136,Skrelp,Venalgue
noun_137,Scabbers,Croûtard 
noun_138,Frosmoth,Beldeneige
noun_139,Vaniluxe,Sorbouboul
noun_140,Cleffa,Mélo
noun_141,acid pop,suçacides
noun_142,Professor Sprout,Professeur Chourave
noun_143,Ignoramus,Absolumentexclus
noun_144,Joltalon,Serréclair
noun_145,Egg Biter,Crokoeuf
noun_146,Binacle,Opermine
noun_147,Weedle,Aspicot
noun_148,Pinsir,Scarabrute
noun_149,Audino,Nanméouïe
noun_150,Sealeo,Phogleur
noun_151,Grubbin,Larvibule
noun_152,Cody Hackins,Kévin Miron
noun_153,Mopey-Slick,Mord Bidik
noun_154,Sliggoo,Colimucus
noun_155,Chartooth,Calcicroc
noun_156,Arrokuda,Embrochet
noun_157,Slowking,Roigada
noun_158,Fuselier,Mèche Rebelle
noun_159,Lactus Bifidus,Lactus Bifidus
noun_160,Gulpin,Gloupti
noun_161,Colorcrunch,Croqmatisme
noun_162,Tunafix,Maître Panix
noun_163,Dawnstar,Aurétoile
noun_164,Felix Felicis,Felix Felicis
noun_165,Weezing,Smogogo
noun_166,Wingnut,Voldur
noun_167,Archaeopterix,Archéoptérix
noun_168,Espurr,Psystigri
noun_169,Xurkitree,Câblifère
noun_170,Glummy,Savourable
noun_171,Cinderace,Pyrobut
noun_172,blast-ended skrewt,scroutt à pétard
noun_173,Bravura,Maestria
noun_174,Eelektrik,Lampéroie
noun_175,Swalot,Avaltout
noun_176,Poppilio,Otaquin
noun_177,Hamfeist,Festimposteur
noun_178,Ikea,Vikéa
,Grape expectations,Qui eût cru que ce vin fût un bon cru ?
,official,2
noun_180,Kricketune,Mélokrik
noun_181,floo powder,poudre de cheminette
noun_182,Ini Miney,Inès Sperey
noun_183,Pineco,Pomdepik
noun_184,Meowstic,Mistigrix
noun_185,arresto momentum,Arresto Momentum
noun_186,Trashcannon,Tire Sélectif
noun_187,Dubwool,Moumouflon
noun_188,Swinub,Marcacrin
noun_189,Shinx,Lixy
noun_190,fizzing whizbee,Fizwizbiz
noun_191,Elvis Preslix,Elvis Preslix
noun_192,Galesplitter,Brisevent
noun_193,Gunjurer,Enchantueur
noun_194,Artifis,Amonbofis
noun_195,Snorunt,Stalgamin
noun_196,portkey,portoloin
noun_197,Tartaric,Théoric
noun_198,Parceltongue,fourchelang
noun_199,Grim Hornettle,Ortinistre
noun_200,Grimmel the Grisly,Grimmel Le Grave
noun_201,Swizzfiggling ,Fanfaronner des sornettes
noun_202,Metagross,Métalosse
noun_203,Hippodumplings,Hippogrossesdames
noun_204,Larvitar,Embrylex
noun_205,No… It's impossachievable…,Non... C'est impovisageable...
noun_206,Purugly,Chaffreux
noun_207,Illumise,Lumivole
noun_208,Minior,Météno 
noun_209,Piloswine,Cochignon
noun_210,After a fashion,La mode se porte plutôt mal
noun_211,Grookey,Ouistempo
noun_212,Deepfreeze,Grogel
,Glazier,Souffleglace
,official,1
noun_214,Fletching,Passerouge
noun_215,Lake Skater,Deaudouss
noun_216,Silicobra,Dunaja
noun_217,Grovyle,Massko
noun_218,Crobat,Nostenfer
noun_219,Marcus Ubiquitus,Marcus Cubitus
noun_220,Herdier,Ponchien
noun_221,Ledian,Coxyclaque
noun_222,Slitherwing Island,Île des Serpentailes
noun_223,Conkeldurr,Bétochef
noun_224,Obstagoon,Ixon
noun_225,Prickleboggle,Piqueffroi 
noun_226,Clobbopus,Poulpaf
noun_227,Gurdurr,Ouvrifier
noun_228,Bulbasaur,Bulbizarre
noun_229,Firsthaf,Dactilograf
noun_230,Sunflora,Héliatronc
noun_231,AKEY-47,AKLÉ-47
noun_232,Thwackey,Badabouin
noun_233,Melonquarry,Attrape-melon
noun_234,Poochyena,Medhyèna
noun_235,Vitalstatistix,Abraracourcix
noun_236,Jewelbilant,Joyause
noun_237,Sewaddle,Larveyette
noun_238,Skele-Gro,poussos
noun_239,Budbite,Morsuredami
noun_240,Helioptile,Galvaran
noun_241,Stufful,Nounourson
noun_242,Zebstrika,Zéblitz
noun_243,Jestbelter,Mélopitre
noun_244,Drilbur,Rototaupe
noun_245,Hurribane,Tempeste
noun_246,Lotta Hart,Eva Cozésouci
noun_247,Umbreon,Noctali
noun_248,Unscrupulus,Radius
noun_249,Dunsparce,Insolourdo
noun_250,Krustler,Catchcroute
noun_251,Wizbang,Magibang
noun_252,Glummy,Miamifique
noun_253,Scarlatina,Galantine
noun_254,Duskgust,Crépusouffle
noun_255,Unmistakably Beefeater,Le plus « in » des gins
noun_256,Kilnkin,Lézardent
noun_257,petrificus totalus,petrificus totalus
noun_258,Aerodactyl,Ptéra
noun_259,Pidgeot,Roucarnage
noun_260,Gobstinker,Rétrotempête
noun_261,Noxius Vapus,Tullius Fanfrelus
noun_262,It inhales,L’aspirant champion !
noun_263,Bouffalant,Frison
noun_264,Cawmour,Pyrovolant
noun_265,Scyther,Insécateur
noun_266,Charsoul,Calcinâme
noun_267,Frostfang,Givregriffe
noun_268,Griphook,Gripsec
noun_269,Naganadel,Mandrillon
noun_270,Madam Hooch,Madame Bibine
noun_271,Thunderpede,Piédetonnerre
noun_272,Wormadam,Cheniselle
noun_273,Hobgobbler,Globegobeur 
noun_274,Borgin,Barjow
noun_275,Combusken,Galifeu
noun_276,Gengar,Ectoplasma
noun_277,Nodepositon el Sodasiphon,Lachélechampignon y Causon
noun_278,Coaldron,Flamarmite
noun_279,Swadloon,Couverdure
noun_280,Mobilicorpus,Mobilicorpus
noun_281,What a champ,Quel champion
noun_282,The Manhugger,L'étouffe-chrétien
noun_283,Wonkavision studio,La salle au chocolat télévisé
noun_284,Histrionix,Comix
noun_285,fanged frisbee,frisbee à dents de serpent
noun_286,Deino,Solochi
noun_287,Shuppet,Polichombr
noun_288,fever fudge,berlingot de fièvre
noun_289,Rockruff,Rocabot
noun_290,Noibat,Sonistrelle
noun_291,Steenee,Candine
noun_292,Wobbuffet,Qulbutoké
noun_293,Raboot,Lapyro
noun_294,Godric Gryffindor,Godric Gryffondor
noun_295,Krookodile,Crocorible
noun_296,Bonestormer,Tempêtos
noun_297,Staryu,Stari
noun_298,Thunderbottom,Dertonnerre 
noun_299,Cassius Ceramix,Aplusbegalix
noun_300,The Gizzardgulper,Le gobeur de gésiers
noun_301,Nebulus Nimbus,Langélus
noun_302,(C)ouch,Sofa...ïe
noun_303,Jynx,Lippoutou
noun_304,Salazar Slytherin,Salazar Serpentard
noun_305,Grim Slipsmolder,Moisiglisse Sombre
noun_306,Froakie,Grenousse
noun_307,Simipour,Flotoutan
noun_308,Mandibuzz,Vaututrice
noun_309,Compendium,Petibonum
noun_310,Bacteria,Iélosubmarine
noun_311,Tyrunt,Ptyranidur
noun_312,gobstone,bavboule
noun_313,gurdyroot,ravegourde
noun_314,Buizel,Mustébouée
noun_315,Drakloak,Dispareptil
noun_316,Beautifly,Charmillon
noun_317,Carnivine,Vortente
noun_318,Lashbane,Skelettaile
,Trumpquake ,Trumplement de terre
,official,2
noun_320,Cofagrigus,Tutankafer
noun_321,Deathgripper,Agrippemort
noun_322,Covecharger,Élecrique
noun_323,Chiddlers,Écoulier
noun_324,Gyarados,Léviator
noun_325,Deafening Dawnbrawler,Rixhaube assourdissante
noun_326,Penelope Clearwater,Pénélope Deauclaire
noun_327,Polytechnix,Elèvedelix
noun_328,Thundurus,Fulguris
noun_329,Romanian Longhorn,Cornelongue roumain
noun_330,Wormtail,Queudver
noun_331,Bludgeon Knapper,Volcoups
noun_332,Voltbeat,Muciole
noun_333,Geodude,Racaillou
noun_334,Snom,Frissonille
noun_335,Fool's-Gold,Ordéfou
noun_336,Reparifarge,"Réparifagex
"
noun_337,Mawdrill,Creusecroc
noun_338,Venonat,Mimitoss
noun_339,Orthopaedix,Orthopédix
noun_340,Goodra,Muplodocus
noun_341,Ludo Bagman,Ludo Verpey
noun_342,Ucky-mucky,Hachis-charpie
noun_343,Death Eaters,Mangemorts
noun_344,Rhydon,Rhinoféros
noun_345,Nincada,Ningale
noun_346,Froslass,Momartik
noun_347,Blissey,Leuphorie
noun_348,Port in 1,Un 1-port-un
noun_349,Trapinch,Kraknoix
noun_350,Shelly De Killer,Bernick De Killer
noun_351,Raticate,Rattatac
noun_352,Geriatrix,Agecanonix
noun_353,Poisonus Fungus,Encorutilfaluquejelesus
noun_354,Grim Gamper,Intempériaile
noun_355,Cadaverus,Faitexcus
noun_356,Rookidee,Minisange
noun_357,Golem,Grolem
noun_358,Unhygienix,Ordralfabétix
noun_359,Mudgut,Brouteboue
noun_360,Fang,Crockdur
noun_361,Baltix,Harenbaltix
noun_362,Money the Monkey,Money le singe
noun_363,April May,Masha Vril
noun_364,It figures,Tout compte fait
noun_365,Apidistra,Rosaépine
noun_366,Eggfang,Amoureoeuf
noun_367,Meowth,Miaouss
noun_368,pepper-up,pimentine
noun_369,Valueaddedtax,Septantesix
noun_370,Ivysaur,Herbizarre
noun_371,Winston Payne,Victor Boulay 
noun_372,The Childchewer,Le mâcheur d'enfant
noun_373,Seaography,Mérographie
noun_374,Sawk,Karaclée
noun_375,Spotty Powder,Poudre à boutons
noun_376,Ariados,Migalos
noun_377,Gunsinger,Cloportuniste
noun_378,Whosmoralsarelastix,Moralélastix
noun_379,Buffalord,Aristoro
noun_380,Tazie,Taiseur
noun_381,unspeakable,Langue-de-plomb
noun_382,Golduck,Akwakwak
noun_383,Machoke,Machopeur
noun_384,Unicorn Horn,Corne de Licorne
noun_385,Necronomodon,Necronomicroc
noun_386,Wingardium Leviosa,wingardium leviosa
noun_387,Golurk,Golemastoc
noun_388,Seismitoad,Crapustule
noun_389,Jack Hammer,Jacques Hammer
noun_390,Shroomish,Balignon
noun_391,Skwovet,Rongourmand
noun_392,Codfix,Acidenitrix
noun_393,Gatling Gull,Canardeur
noun_394,Orinjade,Rahãzade
noun_395,Dusknoir,Noctunoir
noun_396,fainting fancies,petit-fours tourndeloeil
noun_397,Windgnasher,Grognevent
noun_398,Satiric,Satiric
noun_399,Probopass,Tarinorme
noun_400,Scrumdiddlyumptious,Savouricieux
noun_401,Gorebyss,Rosabyss
noun_402,Turtwig,Tortipouss
noun_403,Frank Sahwit ,Frank Khavu
noun_404,Litwick,Funécire
noun_405,Psyduck,Psykokwak
noun_406,Tadsilweny,Tadsylwine
noun_407,Peruvian Vipertooth,Dent-de-vipère du Pérou
noun_408,Knockturn Alley,Allée des Embrumes
noun_409,Cursola,Corayôme
noun_410,Reuniclus,Symbios
noun_411,Shellder,Kokiyas
noun_412,Dhelmise,Sinistrail
noun_413,Torchic,Poussifeu
noun_414,Salandit,Tritox
noun_415,Tangrowth,Bouldeneu
noun_416,Argus Filch,Argus Rusard
noun_417,Kidsnatch,Kidnatrappé
noun_418,Howdoo,Pourkoipàh
noun_419,Skuntank,Moufflair
noun_420,Goomy,Mucuscule
noun_421,Magnemite,Magnéti
noun_422,Officer Meekins,Agent Ballaud
noun_423,Broderick Bode,Broderick Moroz
noun_424,Cranidos,Kranidos
noun_425,Lil' Bomber,Bombardine
noun_426,Talonflame,Flambusard
noun_427,Stinger,Stinger
noun_428,Mega Douser,Megarroseur
noun_429,Squib,Cracmol-lle
noun_430,Nearly Headless Nick,Nick Quasi-Sans-Tête
noun_431,Muk,Grotadmorv
noun_432,Wishiwashi,Froussardine
noun_433,Bombwelter,Roulebombe
noun_434,Bergmite,Grelaçon
noun_435,Feebas,Barpau
noun_436,Bellsprout,Chétiflor
noun_437,Operatix,Boulimix
noun_438,Charizard,Dracaufeu
noun_439,Prodnose,Prodnose
noun_440,Chillblade,Froilame
noun_441,bludger,cognard
noun_442,Moaning Myrtle,Mimi Geignarde
noun_443,Swellow,Hélédelle
noun_444,Slakoth,Parecool
noun_445,Skarmory,Airmure
noun_446,Gible,Griknot
noun_447,ELECTRA SOL-ved,ELECTRA SOL-ution
noun_448,Skrill,Ecrevasse
noun_449,Blicktnix,Simplebasix
noun_450,Inkay,Sepiatop
noun_451,Simisage,Feuilloutan
noun_452,Impervius,Impervius
noun_453,Volcarona,Pyrax
noun_454,Poliwhirl,Tétarte
noun_455,Crimea River,Marche ou Kiev !
noun_456,Ammoconda,Armaconda
noun_457,Cascoon,Blindalys
noun_458,thestral,sombral
noun_459,Misdreavus,Feufôrêve
noun_460,Chilldrake,Canarebelle
noun_461,mudblood,Sang de Bourbe
noun_462,Fanghook,Ferkroche
noun_463,Sitting ovation,Ovation assise
noun_464,Meathead Islands,Îles Andouillettes
noun_465,Chinchou,Loupio
noun_466,Torkoal,Chartor
noun_467,Windshear,Sonovent
noun_468,Hair unapparent,L’héritier présomptif n’a plus de tifs
noun_469,Munchlax,Goinfrex
noun_470,knut,noise
noun_471,Ice Cap,Calotte Glaciaire
noun_472,Homunculus,Montladsus
noun_473,Staravia,Étourvol
noun_474,Frobscottle,Frétibulle
noun_475,Buzzwole,Mouscoto
noun_476,Cindy Rock ,Cindy Stroï 
noun_477,Pidove,Poichigeon
noun_478,Chimerical Chamomeleon,Le Camoufléon fantastique
noun_479,Zweilous,Diamat
noun_480,Shotbow,Automarbalète
noun_481,Moocheling and footcheling,Traînailler et flânouiller
noun_482,Spheal,Obalie
noun_483,Combee,Apitrini
noun_484,Snozzberries,Flageoises
noun_485,Turner Grey,Paul Afforme
noun_486,Cosmoem,Cosmovum
noun_487,Falinks,Hexadron
noun_488,Influenza,Coriza
noun_489,Absolutlifabulos,Hyapados
noun_490,Harmhug,Toxicâline
noun_491,Scatterbug,Lépidonille
noun_492,JK-47,MDR-47
noun_493,Infernape,Simiabraz
noun_494,dirigible plum,prune dirigeable
noun_495,Joltik,Statitik
noun_496,Ex-Squeeze me,J'vous demande pardon ? 
noun_497,Episkey,Episkey
noun_498,Krokorok,Escroco
noun_499,Smeargle,Queulorior
noun_500,Wynaut,Okéoké
noun_501,Cantankerus,Nenpeuplus
noun_502,Gothorita,Mesmérella
noun_503,Tynamo,Anchwatt
noun_504,Bonsly,Manzaï
noun_505,Linoone,Linéon
noun_506,Grapploct,Krakos
noun_507,Chespin,Marisson
noun_508,Neville Longbottom,Neville Londubat
noun_509,Celestina Warbeck,Celestina Moldubec
noun_510,Hogsmeade,Pré au Lard
noun_511,Electrivire,Élekable
noun_512,Vaporeon,Aquali
noun_513,Dracozolt,Galvagon
noun_514,Wendy Oldbag,Flavie Eïchouette
noun_515,Chewtle,Khélocrok
noun_516,Vitriolix,Acidcloridrix
noun_517,Ammomancer,Nécroballomancien
noun_518,Mankey,Férosinge
noun_519,Axewing,Ailetranchante
noun_520,Weasley’s Wizard Wheezes,"Weasley, Farces pour sorciers facétieux"
noun_521,Stan Shunpike,Stan Rocade
noun_522,Dragunfire,Feu du Dragun
noun_523,Quivering Heights,Les hauts de tremblements
noun_524,Kingdra,Hyporoi
noun_525,Wyskix,Ouiskix
noun_526,Radius,Faimoiducuscus
noun_527,Oricorio,Plumeline
noun_528,Petilil,Chlorobule
noun_529,Kubfu,Wushours
noun_530,inferius,inferius
noun_531,Electric,Electric
noun_532,Armorwing Island,Île des Ailarmés
noun_533,Nuzleaf,Pifeuil
noun_534,Starpew,Arroseur à rosée
noun_535,Snakemaker,Serpenteur
noun_536,Aguamenti,Aguamenti
noun_537,Ben &Trilo Quist,Yvan Triloque & Michael Heurtarive
noun_538,Patrat,Ratentif
noun_539,Boneywasawarriorwayayix,Ocatarinetabellatchitchix
noun_540,Farfetch'd,Canarticho
noun_541,Spinarak,Mimigal
noun_542,Magmortar,Maganon
noun_543,Sectumsempra,Sectumsempra
noun_544,Alomomola,Mamanbo
noun_545,Bogus Genius,Bonusmalus
noun_546,Dewdrop,Chasserosée
noun_547,Clamperl,Coquiperl
noun_548,Analgesix,Analgésix
noun_549,I scream,Crime glacé
noun_550,Bucolix,Déboitemenduménix
noun_551,Crismus Bonus,Caius Bonus
noun_552,Häräldwilssen,Neuillisursen
noun_553,Pansage,Feuillajou
noun_554,Hippowdon,Hippodocus
noun_555,Confoundtheirpolitix,Doublepolémix
noun_556,Liberacorpus,Liberacorpus
noun_557,Bizarregoyle,Bizargouille
noun_558,Marowak,Ossatueur
noun_559,spattergroit,Éclabouille
noun_560,Whismur,Chuchmur
noun_561,Barraskewda,Hastacuda
noun_562,Graveler,Gravalanch
noun_563,flutterby bush,plante à pipaillon
noun_564,Gladrag’s Wizardwear,Gaichiffon
noun_565,Blitzle,Zébibron
noun_566,Fennekin,Feunnec
noun_567,Fawkes,Fumseck
noun_568,Scizor,Cizayox
noun_569,Dronkeys ,Dragobourricots
noun_570,Blacephalon,Pierroteknik
noun_571,Devius Surreptitus,Caius Soutienmordicus
noun_572,Roggenrola,Nodulithe
noun_573,O'veroptimistix,O'Torinolaringologix
noun_574,Electrike,Dynavolt
noun_575,Babblement,Bavardinage
noun_576,Sandshrew,Sabelette
noun_577,Ghaslit,Combugasse
noun_578,Surskit,Arakdo
noun_579,Fishlegs Ingerman,Varek Ingerman
noun_580,Gunderfury,Arme-Tonnerre
noun_581,Kandy & Kane,Zukre et Dorze
